country,year,gdp,population,ruleoflaw,litigation,fillingdate,ghg
KEN,2008,3492.4332609178464,39791984,16.34615,0,0.0,62660000.0
KEN,2009,3510.029822118905,40901798,17.06161,0,0.0,63080000.0
KEN,2010,3691.0130166345134,42030684,18.48341,0,0.0,64700000.0
KEN,2011,3776.9107187230643,43178270,19.24883,0,0.0,67080000.0
KEN,2012,3845.6868361504094,44343469,23.94366,0,0.0,66430000.0
KEN,2013,3888.569022251876,45519986,29.10798,0,0.0,68440000.0
KEN,2014,3980.585333035548,46700063,38.46154,0,0.0,71370000.0
KEN,2015,4075.501883382876,47878339,36.53846,0,0.0,73990000.0
KEN,2016,4145.640700592443,49051531,35.57692,0,0.0,79550000.0
KEN,2017,4203.585010785479,50221146,37.5,0,0.0,76750000.0
KEN,2018,4339.0005254563675,51392570,37.98077,0,1.0,78830000.0
FJI,1990,8451.426334942864,728575,,0,0.0,1820000.0
FJI,1991,8146.942564328693,735398,,0,0.0,1830000.0
FJI,1992,76323.30475328237,744470,,0,0.0,1880000.0
FJI,1993,8599.255798629836,754962,,0,0.0,1940000.0
FJI,1994,8912.155988644929,765607,,0,0.0,1990000.0
FJI,1995,9019.263085064127,775428,,0,0.0,2049999.99999999
FJI,1996,9344.204271245857,784389,61.80904,0,0.0,2110000.0
FJI,1997,9042.407923216922,792736,,0,0.0,2089999.99999999
FJI,1998,9075.1079419346,800148,59.0,0,0.0,2049999.99999999
FJI,1999,9798.357401869258,806302,,0,0.0,2040000.0
FJI,2000,9575.860126549715,811011,38.61386,0,0.0,2069999.99999999
FJI,2001,9732.432265007903,813923,,0,0.0,2340000.0
FJI,2002,10027.435288691328,815257,43.06931,0,0.0,2180000.0
FJI,2003,10117.52078318307,816078,51.48515,0,0.0,2290000.0
FJI,2004,10630.484366558518,817864,54.06699,0,0.0,2720000.0
FJI,2005,10656.142401858624,821606,52.15311,0,0.0,2520000.0
FJI,2006,10771.436405804276,827869,52.15311,0,0.0,2600000.0
FJI,2007,10573.596229742154,836185,32.53588,0,0.0,2500000.0
FJI,2008,10566.90540348287,845356,35.57692,0,0.0,2210000.0
FJI,2009,10319.369088351723,853636,26.54029,0,0.0,2180000.0
FJI,2010,10547.909785492944,859816,23.22275,0,0.0,2370000.0
FJI,2011,10787.639481663538,863451,23.47418,0,0.0,2370000.0
FJI,2012,10919.475832041602,865065,25.35211,0,0.0,2350000.0
FJI,2013,11429.332882625102,865602,22.53521,0,0.0,2510000.0
FJI,2014,12058.006235918734,866447,34.61538,0,0.0,2740000.0
FJI,2015,12569.064560002944,868632,40.38462,0,0.0,2370000.0
FJI,2016,12820.756991725464,872406,44.71154,0,0.0,2610000.0
FJI,2017,13429.300622238388,877460,44.71154,0,0.0,2730000.0
FJI,2018,13846.12065650147,883490,50.0,0,1.0,2820000.0
